"id","Means"
79,2.2833333214124
80,2.2833333214124
81,2.2833333214124
82,2.2833333214124
83,2.27499999602636
84,2.26666667064031
85,2.26666667064031
86,2.26666667064031
814,2.26666667064031
815,2.26666667064031
816,2.27222222089768
817,2.27499999602636
818,2.27916665871938
819,2.27916665871938
820,2.27083333333333
821,2.26666667064031
822,2.27083333333333
823,2.27499999602636
1549,2.26666667064031
1550,2.26666667064031
1551,2.26666667064031
1552,2.26666667064031
1553,2.26666667064031
1554,2.26666667064031
1555,2.27083333333333
1556,2.27083333333333
1557,2.26666667064031
1558,2.26666667064031
1559,2.27083333333333
1560,2.27499999602636
2285,2.2333333492279
2286,2.25000001324548
2287,2.25833334525426
2288,2.25833334525426
2289,2.26111111707158
2290,2.26666667064031
2291,2.26666667064031
2292,2.26666667064031
2293,2.26666667064031
2294,2.26666667064031
2295,2.26666667064031
2296,2.26666667064031
2297,2.26666667064031
3020,2.2333333492279
3021,2.2333333492279
3022,2.2333333492279
3023,2.23750001688798
3024,2.24166668454806
3025,2.24166668454806
3026,2.24444445636537
3027,2.25000000993411
3028,2.25000000993411
3029,2.25833334028721
3030,2.26666667064031
3031,2.26666667064031
3032,2.26666667064031
3033,2.26666667064031
3034,2.26666667064031
3755,2.21666667858759
3756,2.2222222354677
3757,2.22666668097178
3758,2.23055557078785
3759,2.23055557078785
3760,2.23055557078785
3761,2.2333333492279
3762,2.2333333492279
3763,2.2333333492279
3764,2.2333333492279
3765,2.2333333492279
3766,2.23888890279664
3767,2.24722223149406
3768,2.25277778175142
3769,2.25833333532015
3770,2.26111111376021
3771,2.26111111376021
4492,2.21666667858759
4493,2.21666667858759
4494,2.21666667858759
4495,2.22083334624767
4496,2.22083334624767
4497,2.22083334624767
4498,2.22500001390775
4499,2.22916668156783
4500,2.2333333492279
4501,2.2333333492279
4502,2.2333333492279
4503,2.2333333492279
4504,2.2333333492279
4505,2.23750001192093
4506,2.24166667461395
4507,2.24166667461395
4508,2.24166667461395
5228,2.21666667858759
5229,2.21666667858759
5230,2.21666667858759
5231,2.21666667858759
5232,2.21666667858759
5233,2.21666667858759
5234,2.21666667858759
5235,2.21666667858759
5236,2.22083334624767
5237,2.22500001390775
5238,2.22500001390775
5239,2.22500001390775
5240,2.22500001390775
5241,2.22916668156783
5242,2.2333333492279
5243,2.2333333492279
5244,2.2333333492279
5245,2.2333333492279
5965,2.21666667858759
5966,2.21666667858759
5967,2.21666667858759
5968,2.21666667858759
5969,2.21666667858759
5970,2.21666667858759
5971,2.21666667858759
5972,2.21666667858759
5973,2.21666667858759
5974,2.21666667858759
5975,2.21666667858759
5976,2.21666667858759
5977,2.21666667858759
5978,2.22083334624767
5979,2.22500001390775
5980,2.22500001390775
5981,2.22916668156783
5982,2.2333333492279
6702,2.21666667858759
6703,2.21666667858759
6704,2.21666667858759
6705,2.21666667858759
6706,2.21666667858759
6707,2.21666667858759
6708,2.21666667858759
6709,2.21666667858759
6710,2.21666667858759
6711,2.21666667858759
6712,2.21666667858759
6713,2.21666667858759
6714,2.21666667858759
6715,2.21666667858759
6716,2.21666667858759
6717,2.21666667858759
6718,2.22083334624767
6719,2.22500001390775
7439,2.20833333333333
7440,2.20833333333333
7441,2.21250000596046
7442,2.21666667858759
7443,2.21666667858759
7444,2.21666667858759
7445,2.21666667858759
7446,2.21666667858759
7447,2.21666667858759
7448,2.21666667858759
7449,2.21666667858759
7450,2.21666667858759
7451,2.21666667858759
7452,2.21666667858759
7453,2.21666667858759
7454,2.21666667858759
7455,2.21666667858759
7456,2.21666667858759
8175,2.18333333730697
8176,2.18888888756434
8177,2.19166666269302
8178,2.19583333532015
8179,2.20833334326744
8180,2.21666667858759
8181,2.21666667858759
8182,2.21666667858759
8183,2.21666667858759
8184,2.21666667858759
8185,2.21666667858759
8186,2.21666667858759
8187,2.21666667858759
8188,2.21666667858759
8189,2.21666667858759
8190,2.21666667858759
8191,2.21666667858759
8192,2.21666667858759
8193,2.21666667858759
8912,2.18333333730697
8913,2.18333333730697
8914,2.18333333730697
8915,2.18333333730697
8916,2.19166667262713
8917,2.20000000794728
8918,2.20833334326744
8919,2.21666667858759
8920,2.21666667858759
8921,2.21666667858759
8922,2.21666667858759
8923,2.21666667858759
8924,2.21666667858759
8925,2.21666667858759
8926,2.21666667858759
8927,2.21666667858759
8928,2.21666667858759
8929,2.21666667858759
8930,2.21666667858759
9649,2.18333333730697
9650,2.18333333730697
9651,2.18333333730697
9652,2.18333333730697
9653,2.18333333730697
9654,2.18333333730697
9655,2.19166667262713
9656,2.20000000794728
9657,2.20833334326744
9658,2.21666667858759
9659,2.21666667858759
9660,2.21666667858759
9661,2.21666667858759
9662,2.21666667858759
9663,2.21666667858759
9664,2.21666667858759
9665,2.21666667858759
9666,2.21666667858759
9667,2.21666667858759
9668,2.21666667858759
10386,2.17499999205271
10387,2.17916666467985
10388,2.18333333730697
10389,2.18333333730697
10390,2.18333333730697
10391,2.18333333730697
10392,2.18333333730697
10393,2.18333333730697
10394,2.19166667262713
10395,2.20416668057441
10396,2.21111112833023
10397,2.21666667858759
10398,2.21666667858759
10399,2.21666667858759
10400,2.21666667858759
10401,2.21666667858759
10402,2.21666667858759
10403,2.21666667858759
10404,2.21666667858759
10405,2.21666667858759
11122,2.16666664679845
11123,2.16666664679845
11124,2.17083331942558
11125,2.17499999205271
11126,2.17916666467985
11127,2.17916666467985
11128,2.17916666467985
11129,2.18333333730697
11130,2.18333333730697
11131,2.18333333730697
11132,2.1875000099341
11133,2.19722223944134
11134,2.20833335320155
11135,2.21250001589457
11136,2.21666667858759
11137,2.21666667858759
11138,2.21666667858759
11139,2.21666667858759
11140,2.21666667858759
11141,2.21666667858759
11142,2.21666667858759
11855,2.18333333730697
11856,2.18333333730697
11857,2.17222221030129
11858,2.16666664679845
11859,2.16666664679845
11860,2.16666664679845
11861,2.16666664679845
11862,2.16666664679845
11863,2.17083331942558
11864,2.17083331942558
11865,2.17083331942558
11866,2.17499999205271
11867,2.17499999205271
11868,2.17916666467985
11869,2.18333333730697
11870,2.1861111190584
11871,2.19583335518837
11872,2.20416669050852
11873,2.20833335320155
11874,2.21250001589457
11875,2.21666667858759
11876,2.21666667858759
11877,2.21666667858759
11878,2.21666667858759
11879,2.21666667858759
12590,2.16666664679845
12591,2.16666664679845
12592,2.17222221030129
12593,2.17499999205271
12594,2.16944442854987
12595,2.16666664679845
12596,2.16666664679845
